experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
9.44,83,3,8,67,Hold,B.Tech,Mumbai,LinkedIn,Travel,French
1.16,46,8,8,56,Hold,BCA,Pune,Referral,Travel,German
7.27,52,1,6,42,Reject,BCA,Mumbai,Indeed,Travel,Spanish
0.31,21,9,1,29,Reject,MBA,Delhi,Indeed,Reading,German
0.08,35,3,8,29,Reject,B.Tech,Pune,LinkedIn,Sports,French
0.71,98,1,1,56,Hold,B.Sc,Chennai,Indeed,Travel,English
5.78,75,7,10,77,Hire,BCA,Bangalore,Referral,Gaming,French
11.11,72,10,5,69,Hold,M.Tech,Chennai,Indeed,Music,Spanish
4.87,76,10,9,76,Hire,B.Tech,Bangalore,Campus,Travel,Spanish
0.9,42,10,6,56,Hold,BCA,Chennai,Indeed,Music,German
10.34,77,7,9,76,Hire,M.Tech,Bangalore,Campus,Gaming,French
6.23,95,4,2,53,Hold,MCA,Pune,Campus,Reading,Hindi
3.83,83,9,9,78,Hire,B.Sc,Hyderabad,LinkedIn,Photography,English
11.56,51,5,1,39,Reject,BCA,Hyderabad,LinkedIn,Music,English
11.26,63,5,10,79,Hire,M.Tech,Pune,Referral,Photography,English
3.12,54,9,4,53,Hold,MBA,Kolkata,LinkedIn,Music,German
2.42,95,3,3,55,Hold,B.Tech,Delhi,Campus,Photography,Hindi
7.07,76,8,2,49,Reject,MBA,Bangalore,Campus,Music,Hindi
10.11,21,8,6,43,Reject,B.Sc,Hyderabad,Referral,Travel,English
4.04,69,4,3,51,Hold,MCA,Delhi,Indeed,Photography,Hindi
7.04,60,7,2,51,Hold,M.Tech,Mumbai,Website,Reading,German
1.95,84,6,7,62,Hold,MCA,Delhi,LinkedIn,Reading,French
2.34,70,3,8,49,Reject,MBA,Mumbai,LinkedIn,Photography,German
9.14,76,10,6,69,Hold,MBA,Hyderabad,Indeed,Gaming,Hindi
1.8,52,9,9,57,Hold,MBA,Hyderabad,Referral,Gaming,Hindi
3.19,82,10,7,78,Hire,BCA,Hyderabad,Referral,Gaming,English
8.27,43,7,2,33,Reject,MBA,Chennai,LinkedIn,Photography,English
0.18,90,1,8,58,Hold,B.Tech,Delhi,Website,Travel,Spanish
0.39,61,2,3,29,Reject,B.Sc,Pune,Indeed,Photography,German
3.45,58,3,10,62,Hold,M.Tech,Kolkata,Referral,Reading,Spanish
4.04,46,10,3,41,Reject,B.Sc,Kolkata,Campus,Gaming,German
4.35,21,2,5,29,Reject,MCA,Kolkata,LinkedIn,Photography,German
9.69,20,6,8,42,Reject,B.Tech,Pune,Campus,Gaming,French
0.43,56,10,3,61,Hold,M.Tech,Pune,Referral,Reading,Spanish
4.3,56,10,2,53,Hold,MCA,Pune,Indeed,Music,German
7.66,61,8,6,59,Hold,BCA,Kolkata,Website,Gaming,Hindi
1.72,36,1,7,31,Reject,B.Tech,Chennai,LinkedIn,Photography,Spanish
10.29,88,10,10,88,Hire,B.Tech,Kolkata,Referral,Music,Hindi
7.75,73,2,6,48,Reject,MBA,Kolkata,Campus,Photography,German
1.38,41,6,2,45,Reject,MBA,Bangalore,Referral,Gaming,French
2.5,43,9,6,50,Hold,B.Sc,Kolkata,LinkedIn,Photography,Spanish
8.95,69,8,6,57,Hold,MCA,Kolkata,Indeed,Sports,Spanish
4.84,71,7,9,62,Hold,MCA,Hyderabad,LinkedIn,Music,French
5.81,89,3,4,47,Reject,MCA,Pune,Indeed,Music,French
10.65,73,9,1,63,Hold,MCA,Pune,LinkedIn,Sports,Spanish
1.65,20,1,7,20,Reject,M.Tech,Bangalore,Campus,Music,German
11.57,80,2,6,59,Hold,BCA,Pune,Website,Photography,English
0.51,32,9,4,30,Reject,MBA,Hyderabad,LinkedIn,Gaming,Spanish
1.19,39,10,4,44,Reject,MCA,Pune,Campus,Music,Hindi
2.68,47,10,6,54,Hold,B.Tech,Hyderabad,Website,Sports,Hindi
9.68,32,5,2,35,Reject,MCA,Delhi,Campus,Photography,English
5.47,36,4,3,30,Reject,MCA,Delhi,Website,Photography,English
7.84,89,5,1,60,Hold,B.Sc,Bangalore,LinkedIn,Gaming,French
2.09,52,7,9,58,Hold,B.Sc,Kolkata,Indeed,Sports,Spanish
2.0,98,9,7,77,Hire,BCA,Delhi,Campus,Photography,French
6.25,26,1,10,47,Reject,BCA,Delhi,LinkedIn,Reading,German
8.88,62,5,5,58,Hold,B.Tech,Delhi,Campus,Reading,French
5.55,32,7,7,58,Hold,B.Sc,Delhi,Indeed,Music,Spanish
10.44,52,2,3,51,Hold,B.Sc,Chennai,Referral,Reading,English
7.92,91,9,3,74,Hire,B.Tech,Kolkata,Referral,Music,French
2.99,94,1,10,56,Hold,M.Tech,Bangalore,Indeed,Travel,German
2.82,98,8,9,76,Hire,MBA,Bangalore,Campus,Reading,German
4.49,55,3,4,53,Hold,B.Sc,Pune,Website,Music,English
9.08,21,3,9,40,Reject,M.Tech,Hyderabad,Indeed,Sports,Spanish
11.26,49,4,4,51,Hold,M.Tech,Delhi,LinkedIn,Photography,French
10.34,51,3,9,55,Hold,MBA,Hyderabad,Indeed,Travel,German
3.14,61,9,9,66,Hold,M.Tech,Delhi,Indeed,Reading,French
4.95,61,9,3,44,Reject,MCA,Kolkata,Indeed,Music,English
7.34,23,2,9,44,Reject,B.Sc,Kolkata,Referral,Sports,Spanish
6.56,85,5,10,69,Hold,B.Sc,Bangalore,Campus,Gaming,English
4.67,82,2,2,49,Reject,B.Sc,Chennai,LinkedIn,Gaming,Spanish
1.22,89,5,5,64,Hold,M.Tech,Hyderabad,LinkedIn,Gaming,English
8.55,26,6,10,52,Hold,MCA,Chennai,LinkedIn,Music,English
1.06,88,2,1,45,Reject,M.Tech,Chennai,LinkedIn,Sports,Spanish
10.39,26,9,8,46,Reject,B.Sc,Kolkata,LinkedIn,Sports,German
10.36,65,9,8,78,Hire,B.Sc,Bangalore,Indeed,Photography,French
8.5,69,4,1,30,Reject,B.Sc,Mumbai,Referral,Gaming,Spanish
5.84,60,2,5,43,Reject,B.Tech,Delhi,Referral,Reading,Spanish
8.39,71,8,5,56,Hold,B.Tech,Mumbai,Website,Reading,Hindi
4.74,33,4,9,42,Reject,B.Sc,Mumbai,LinkedIn,Sports,French
9.57,43,9,1,48,Reject,B.Sc,Pune,Referral,Travel,Hindi
9.44,61,4,7,57,Hold,B.Tech,Chennai,Referral,Photography,French
1.87,55,9,9,59,Hold,BCA,Mumbai,Campus,Gaming,English
3.81,38,4,3,43,Reject,M.Tech,Mumbai,Campus,Music,French
4.13,89,5,10,68,Hold,B.Sc,Kolkata,Website,Reading,English
4.37,34,3,4,34,Reject,MBA,Mumbai,Referral,Travel,German
6.8,80,9,3,67,Hold,M.Tech,Delhi,Indeed,Music,German
0.5,86,10,3,64,Hold,M.Tech,Kolkata,LinkedIn,Travel,Hindi
7.92,42,9,9,55,Hold,M.Tech,Pune,LinkedIn,Music,French
2.42,92,10,3,74,Hire,B.Tech,Hyderabad,Referral,Travel,Spanish
5.0,47,2,1,28,Reject,B.Tech,Hyderabad,Indeed,Music,French
5.41,30,5,7,40,Reject,MBA,Mumbai,LinkedIn,Gaming,English
4.18,75,7,5,63,Hold,M.Tech,Mumbai,Website,Reading,Hindi
4.6,40,9,10,61,Hold,M.Tech,Hyderabad,Indeed,Photography,French
2.16,90,6,10,72,Hire,B.Tech,Hyderabad,Website,Travel,German
0.82,45,7,10,61,Hold,MCA,Chennai,Website,Travel,English
6.62,44,5,5,44,Reject,M.Tech,Bangalore,Website,Photography,English
7.15,32,3,2,21,Reject,B.Sc,Delhi,LinkedIn,Reading,Spanish
1.75,89,4,1,65,Hold,B.Tech,Pune,Website,Sports,German
2.77,38,7,4,37,Reject,B.Sc,Bangalore,Indeed,Sports,French
3.44,64,9,3,59,Hold,M.Tech,Kolkata,Referral,Music,English
9.97,31,10,2,48,Reject,MCA,Mumbai,Indeed,Sports,German
1.84,66,3,3,60,Hold,M.Tech,Mumbai,Website,Travel,Spanish
6.63,34,2,6,31,Reject,B.Tech,Chennai,Website,Music,French
6.82,70,3,6,59,Hold,MBA,Hyderabad,LinkedIn,Gaming,German
4.12,95,5,6,77,Hire,BCA,Mumbai,LinkedIn,Sports,French
4.21,84,6,7,65,Hold,BCA,Bangalore,LinkedIn,Travel,English
11.51,49,8,7,50,Hold,M.Tech,Bangalore,Referral,Travel,Hindi
6.64,83,9,5,59,Hold,MCA,Chennai,LinkedIn,Photography,Hindi
7.83,86,5,3,64,Hold,B.Tech,Delhi,Referral,Travel,Spanish
5.89,27,7,4,47,Reject,BCA,Delhi,Campus,Photography,German
7.76,20,4,8,29,Reject,MCA,Pune,Website,Gaming,German
7.26,37,6,4,52,Hold,MCA,Chennai,Campus,Gaming,English
1.74,65,10,6,61,Hold,MBA,Mumbai,Campus,Gaming,English
4.02,80,1,9,65,Hold,M.Tech,Chennai,Indeed,Music,French
5.53,30,9,5,43,Reject,M.Tech,Mumbai,Referral,Sports,German
1.53,58,3,3,46,Reject,B.Sc,Pune,Referral,Music,Hindi
4.36,72,7,1,41,Reject,B.Tech,Pune,Indeed,Photography,Spanish
2.74,29,2,8,29,Reject,MCA,Delhi,Campus,Reading,German
10.17,32,5,1,33,Reject,BCA,Mumbai,Website,Sports,Spanish
4.1,61,10,3,49,Reject,B.Sc,Pune,LinkedIn,Sports,French
2.72,43,7,3,43,Reject,B.Tech,Chennai,Campus,Music,English
4.9,90,1,4,59,Hold,B.Tech,Mumbai,LinkedIn,Gaming,German
8.2,77,3,2,61,Hold,B.Tech,Kolkata,Indeed,Travel,German
0.79,95,10,9,80,Hire,BCA,Pune,Indeed,Gaming,Spanish
2.17,43,8,5,49,Reject,B.Tech,Mumbai,Campus,Reading,French
8.33,74,9,6,67,Hold,B.Sc,Bangalore,Indeed,Sports,French
9.03,21,9,1,32,Reject,MBA,Kolkata,Indeed,Photography,English
7.41,70,4,4,53,Hold,BCA,Delhi,Indeed,Music,English
10.55,94,8,9,79,Hire,MCA,Delhi,LinkedIn,Reading,French
2.03,28,5,9,46,Reject,BCA,Chennai,Campus,Gaming,Spanish
8.44,84,8,10,76,Hire,M.Tech,Mumbai,Website,Reading,French
11.01,89,9,5,71,Hire,M.Tech,Bangalore,Indeed,Travel,Hindi
1.81,95,7,9,68,Hold,MCA,Kolkata,LinkedIn,Gaming,Spanish
2.93,33,3,10,38,Reject,MCA,Pune,Campus,Sports,German
6.56,48,8,10,53,Hold,M.Tech,Hyderabad,Indeed,Gaming,French
4.13,81,5,9,61,Hold,B.Tech,Hyderabad,Website,Gaming,French
8.29,97,4,4,66,Hold,BCA,Pune,Referral,Music,Hindi
0.69,49,9,4,45,Reject,BCA,Bangalore,Website,Music,Spanish
1.93,83,1,9,57,Hold,MBA,Pune,LinkedIn,Travel,French
8.59,76,7,7,59,Hold,B.Tech,Bangalore,Indeed,Photography,Hindi
11.65,82,8,9,82,Hire,M.Tech,Mumbai,Indeed,Photography,French
11.15,27,9,2,43,Reject,B.Tech,Mumbai,Referral,Travel,Hindi
10.81,47,4,2,42,Reject,B.Sc,Delhi,Indeed,Sports,French
1.53,82,10,2,67,Hold,B.Tech,Hyderabad,Referral,Travel,French
1.75,93,9,1,59,Hold,MBA,Bangalore,LinkedIn,Gaming,Hindi
0.87,37,5,3,38,Reject,MCA,Mumbai,Campus,Reading,German
6.51,80,10,6,74,Hire,MBA,Chennai,Campus,Gaming,German
10.59,50,1,8,55,Hold,MCA,Hyderabad,Website,Travel,French
6.38,39,4,5,33,Reject,MCA,Hyderabad,Campus,Sports,English
9.38,27,9,2,41,Reject,M.Tech,Kolkata,LinkedIn,Music,English
2.26,22,10,3,39,Reject,B.Sc,Chennai,Indeed,Music,Spanish
10.36,63,10,3,59,Hold,MCA,Chennai,Campus,Sports,Spanish
2.25,78,2,8,51,Hold,BCA,Chennai,Indeed,Gaming,English
0.66,36,2,4,33,Reject,B.Sc,Hyderabad,Campus,Photography,French
5.06,68,9,9,65,Hold,B.Tech,Bangalore,Referral,Reading,Spanish
6.66,48,1,9,34,Reject,B.Sc,Pune,Referral,Gaming,English
11.65,82,1,9,73,Hire,BCA,Chennai,LinkedIn,Gaming,French
1.1,26,5,9,39,Reject,MCA,Mumbai,LinkedIn,Music,Spanish
3.29,94,3,3,60,Hold,MBA,Delhi,Website,Travel,English
1.26,79,3,5,56,Hold,MBA,Pune,LinkedIn,Gaming,Hindi
4.69,72,1,6,52,Hold,MBA,Hyderabad,Indeed,Gaming,German
3.47,28,10,5,38,Reject,B.Tech,Mumbai,Indeed,Gaming,English
6.16,24,3,9,42,Reject,MCA,Bangalore,Indeed,Sports,German
4.18,63,7,9,54,Hold,M.Tech,Chennai,Indeed,Travel,German
11.14,94,1,7,62,Hold,M.Tech,Pune,Campus,Photography,Hindi
9.48,70,6,8,84,Hire,MBA,Pune,Indeed,Gaming,French
10.33,41,9,5,52,Hold,BCA,Delhi,LinkedIn,Sports,Spanish
1.55,30,8,6,44,Reject,MBA,Mumbai,LinkedIn,Sports,English
6.9,84,2,5,60,Hold,BCA,Kolkata,Campus,Photography,Hindi
2.58,86,2,7,64,Hold,B.Tech,Pune,Campus,Gaming,Spanish
10.42,88,4,1,61,Hold,M.Tech,Hyderabad,Campus,Sports,English
0.18,71,2,4,50,Hold,B.Sc,Kolkata,LinkedIn,Photography,French
1.27,25,7,2,29,Reject,B.Tech,Kolkata,Referral,Photography,Spanish
4.51,56,5,7,43,Reject,BCA,Pune,Referral,Gaming,German
4.83,56,9,8,60,Hold,MBA,Pune,LinkedIn,Photography,French
3.33,63,1,8,49,Reject,B.Sc,Delhi,Indeed,Music,German
1.15,85,7,8,67,Hold,B.Sc,Chennai,Indeed,Sports,English
1.42,87,3,6,56,Hold,MCA,Mumbai,Indeed,Travel,German
3.82,45,8,2,44,Reject,MCA,Bangalore,Referral,Sports,Hindi
11.41,47,8,1,47,Reject,M.Tech,Mumbai,Referral,Travel,German
2.49,22,7,8,34,Reject,B.Sc,Chennai,Referral,Reading,French
8.97,66,7,3,52,Hold,MCA,Mumbai,Website,Photography,German
3.1,46,6,8,56,Hold,B.Tech,Kolkata,Indeed,Photography,Spanish
0.45,97,10,6,76,Hire,MCA,Mumbai,Campus,Reading,Spanish
0.19,64,6,7,55,Hold,MBA,Kolkata,Campus,Music,German
1.83,98,7,9,79,Hire,MCA,Delhi,Referral,Reading,English
5.55,97,6,3,62,Hold,M.Tech,Kolkata,Campus,Music,English
9.07,66,8,9,69,Hold,B.Tech,Kolkata,LinkedIn,Photography,Hindi
8.75,49,2,7,47,Reject,MBA,Mumbai,Indeed,Sports,French
4.23,68,4,1,44,Reject,B.Sc,Bangalore,Website,Sports,English
5.75,83,7,5,53,Hold,MCA,Pune,LinkedIn,Gaming,German
9.77,32,6,9,56,Hold,B.Tech,Mumbai,Referral,Music,French
10.06,79,8,4,71,Hire,M.Tech,Kolkata,LinkedIn,Photography,Hindi
3.84,65,10,2,62,Hold,BCA,Kolkata,Indeed,Gaming,English
0.05,68,5,2,55,Hold,B.Sc,Mumbai,Indeed,Travel,Spanish
0.56,86,1,9,57,Hold,BCA,Pune,LinkedIn,Photography,German
8.85,32,10,6,59,Hold,M.Tech,Kolkata,Website,Music,French
3.27,64,5,5,44,Reject,M.Tech,Bangalore,LinkedIn,Sports,English
5.78,88,2,2,43,Reject,BCA,Pune,Indeed,Reading,French
2.3,83,4,3,54,Hold,MBA,Mumbai,Indeed,Music,French
10.17,27,8,10,51,Hold,MBA,Pune,Referral,Travel,French
6.04,23,7,3,24,Reject,B.Sc,Delhi,Campus,Sports,English
6.33,49,3,1,34,Reject,B.Sc,Pune,Campus,Gaming,German
3.46,82,4,7,75,Hire,B.Sc,Chennai,LinkedIn,Gaming,Spanish
6.14,82,5,7,66,Hold,B.Tech,Chennai,Referral,Sports,German
0.02,55,1,5,27,Reject,B.Tech,Mumbai,Indeed,Reading,English
3.33,27,5,2,32,Reject,B.Tech,Mumbai,LinkedIn,Music,French
4.19,62,10,6,54,Hold,MBA,Bangalore,Referral,Gaming,German
3.41,75,6,10,63,Hold,MBA,Delhi,Referral,Sports,Hindi
1.03,95,6,6,71,Hire,B.Sc,Mumbai,Website,Gaming,French
6.26,85,8,10,77,Hire,BCA,Hyderabad,LinkedIn,Gaming,Spanish
9.46,68,2,10,61,Hold,BCA,Pune,Campus,Photography,French
11.31,21,6,1,37,Reject,MBA,Pune,LinkedIn,Music,French
5.97,77,5,1,51,Hold,MCA,Mumbai,Indeed,Gaming,French
7.13,100,2,6,63,Hold,B.Tech,Pune,Website,Travel,German
3.49,72,8,6,60,Hold,MCA,Mumbai,LinkedIn,Travel,Hindi
1.79,65,8,2,51,Hold,MBA,Bangalore,LinkedIn,Music,German
1.58,41,7,7,50,Hold,MBA,Delhi,Website,Travel,Spanish
8.79,93,1,5,66,Hold,B.Tech,Mumbai,Website,Sports,French
8.81,27,8,3,42,Reject,MCA,Kolkata,Campus,Sports,Hindi
2.15,20,8,3,32,Reject,B.Sc,Pune,Website,Sports,German
4.96,34,3,6,35,Reject,M.Tech,Mumbai,Campus,Music,German
7.13,53,4,9,49,Reject,MCA,Pune,Referral,Sports,Hindi
1.5,78,9,9,89,Hire,BCA,Kolkata,Indeed,Travel,Hindi
9.42,98,3,6,71,Hire,MCA,Chennai,Campus,Travel,Spanish
7.44,87,3,2,40,Reject,B.Tech,Bangalore,Referral,Music,German
7.38,67,6,5,52,Hold,B.Sc,Chennai,Campus,Music,German
8.41,73,10,10,84,Hire,B.Tech,Mumbai,Website,Gaming,Spanish
11.85,42,9,3,48,Reject,M.Tech,Delhi,Campus,Travel,Spanish
6.75,77,5,4,64,Hold,B.Sc,Chennai,Indeed,Gaming,Hindi
10.37,37,7,10,66,Hold,BCA,Kolkata,Indeed,Reading,English
5.02,36,7,2,43,Reject,M.Tech,Hyderabad,Campus,Travel,Spanish
7.85,26,3,5,40,Reject,MBA,Hyderabad,Indeed,Photography,English
11.1,53,10,10,58,Hold,MBA,Delhi,Indeed,Reading,Hindi
7.97,35,1,4,39,Reject,MBA,Bangalore,LinkedIn,Sports,Hindi
3.64,68,1,4,41,Reject,B.Sc,Mumbai,Indeed,Gaming,German
7.44,72,3,7,58,Hold,B.Tech,Pune,Website,Music,English
4.22,37,10,8,61,Hold,MBA,Chennai,Referral,Sports,French
3.87,72,2,7,58,Hold,M.Tech,Bangalore,Indeed,Travel,German
7.32,50,5,10,56,Hold,M.Tech,Kolkata,LinkedIn,Sports,Spanish
1.92,22,3,2,20,Reject,BCA,Bangalore,Website,Photography,Spanish
5.84,57,2,3,44,Reject,B.Tech,Pune,LinkedIn,Music,Spanish
11.35,70,5,8,60,Hold,B.Sc,Hyderabad,Campus,Reading,French
4.61,76,3,3,51,Hold,B.Tech,Delhi,Website,Photography,English
2.27,86,4,1,41,Reject,MCA,Chennai,Campus,Music,Spanish
5.63,85,2,6,49,Reject,MBA,Bangalore,Referral,Sports,English
10.09,25,1,8,35,Reject,MCA,Hyderabad,Referral,Gaming,German
10.11,34,1,4,35,Reject,B.Sc,Bangalore,Website,Travel,French
9.93,31,7,1,40,Reject,B.Tech,Delhi,Referral,Travel,Hindi
0.14,62,3,7,45,Reject,M.Tech,Chennai,Campus,Photography,Spanish
3.2,98,9,10,85,Hire,M.Tech,Bangalore,LinkedIn,Sports,German
12.0,34,6,7,60,Hold,BCA,Mumbai,Referral,Sports,German
1.44,20,9,6,40,Reject,B.Tech,Bangalore,LinkedIn,Travel,French
5.88,23,10,2,31,Reject,M.Tech,Chennai,Referral,Sports,English
9.48,79,6,8,72,Hire,BCA,Bangalore,Campus,Gaming,German
1.47,91,2,6,65,Hold,MBA,Bangalore,Referral,Travel,French
7.95,68,4,8,67,Hold,MCA,Bangalore,Referral,Photography,Spanish
5.86,29,2,6,27,Reject,MBA,Kolkata,LinkedIn,Photography,German
2.33,27,7,4,33,Reject,MCA,Chennai,Website,Reading,French
10.54,43,10,4,62,Hold,B.Sc,Pune,Website,Sports,French
2.18,42,10,2,41,Reject,B.Sc,Hyderabad,Referral,Sports,Hindi
7.67,26,4,2,38,Reject,M.Tech,Hyderabad,Website,Gaming,Hindi
8.89,52,10,10,66,Hold,BCA,Mumbai,Website,Gaming,English
6.75,88,3,8,66,Hold,MBA,Mumbai,Indeed,Photography,German
7.55,31,1,3,21,Reject,B.Sc,Hyderabad,LinkedIn,Photography,English
1.43,45,10,10,58,Hold,MBA,Mumbai,Website,Reading,English
3.7,35,1,8,38,Reject,M.Tech,Kolkata,Referral,Music,French
7.04,91,1,5,51,Hold,BCA,Delhi,Indeed,Reading,English
4.75,99,5,7,66,Hold,MCA,Delhi,Website,Sports,French
7.97,87,1,7,52,Hold,BCA,Pune,Campus,Reading,English
10.22,89,8,9,84,Hire,B.Tech,Hyderabad,Referral,Travel,English
2.28,25,7,2,26,Reject,B.Sc,Kolkata,Indeed,Travel,German
10.84,61,5,6,59,Hold,B.Sc,Bangalore,Indeed,Travel,French
4.6,80,9,4,58,Hold,MBA,Mumbai,Referral,Sports,French
11.32,37,2,8,41,Reject,M.Tech,Bangalore,Indeed,Sports,English
7.41,58,3,10,58,Hold,M.Tech,Pune,Referral,Gaming,French
9.48,21,7,5,44,Reject,M.Tech,Delhi,LinkedIn,Travel,Spanish
6.18,35,8,5,54,Hold,B.Tech,Delhi,Indeed,Music,French
6.37,69,5,10,64,Hold,BCA,Kolkata,Campus,Music,Spanish
3.93,43,8,5,42,Reject,MBA,Chennai,LinkedIn,Photography,Spanish
1.55,60,2,2,54,Hold,MBA,Delhi,Website,Photography,Spanish
4.61,55,2,8,52,Hold,B.Sc,Hyderabad,LinkedIn,Reading,Hindi
2.58,94,5,9,66,Hold,B.Tech,Delhi,LinkedIn,Photography,English
0.39,60,3,2,37,Reject,B.Tech,Kolkata,Campus,Sports,French
3.3,55,2,3,39,Reject,M.Tech,Chennai,Referral,Gaming,Spanish
2.17,69,4,8,45,Reject,BCA,Pune,LinkedIn,Music,French
10.51,48,7,8,60,Hold,B.Tech,Pune,Website,Music,French
0.97,50,2,4,28,Reject,BCA,Hyderabad,Referral,Reading,Hindi
2.21,59,6,8,55,Hold,MBA,Pune,Campus,Music,English
8.45,35,1,6,39,Reject,MBA,Delhi,Campus,Travel,German
11.03,59,5,5,57,Hold,MBA,Chennai,LinkedIn,Gaming,Hindi
3.02,53,9,7,51,Hold,MCA,Mumbai,Campus,Sports,Hindi
0.26,100,1,1,48,Reject,M.Tech,Delhi,LinkedIn,Music,Hindi
11.53,42,10,4,60,Hold,B.Tech,Bangalore,Referral,Sports,English
8.19,84,4,5,65,Hold,M.Tech,Bangalore,Indeed,Photography,German
3.73,96,8,3,77,Hire,B.Tech,Hyderabad,Campus,Music,Spanish
5.67,26,1,9,20,Reject,MCA,Delhi,Indeed,Music,Hindi
7.19,30,1,6,38,Reject,MCA,Hyderabad,Website,Sports,German
4.49,99,10,1,64,Hold,MCA,Delhi,Campus,Gaming,Spanish
10.49,48,4,8,53,Hold,B.Sc,Mumbai,Website,Reading,French
8.71,66,10,10,90,Hire,BCA,Delhi,Indeed,Reading,Hindi
11.45,43,3,8,54,Hold,B.Sc,Delhi,Referral,Gaming,Hindi
4.21,63,1,7,47,Reject,MCA,Delhi,Indeed,Music,French
11.25,81,8,7,64,Hold,B.Tech,Bangalore,Referral,Reading,Spanish
5.75,63,4,6,57,Hold,MCA,Kolkata,Indeed,Photography,English
7.71,84,5,3,64,Hold,BCA,Hyderabad,Campus,Gaming,English
8.84,20,1,9,39,Reject,B.Sc,Delhi,LinkedIn,Reading,French
9.71,94,3,3,64,Hold,BCA,Chennai,LinkedIn,Travel,German
4.76,20,4,3,30,Reject,MCA,Bangalore,LinkedIn,Gaming,English
5.38,20,5,3,25,Reject,M.Tech,Delhi,LinkedIn,Gaming,Spanish
9.81,51,8,6,60,Hold,B.Sc,Hyderabad,Website,Gaming,English
8.61,94,4,3,53,Hold,B.Sc,Bangalore,Campus,Gaming,Hindi
11.29,60,3,9,57,Hold,M.Tech,Chennai,Referral,Travel,German
11.76,31,7,5,50,Hold,MCA,Delhi,LinkedIn,Travel,German
2.15,91,7,8,79,Hire,B.Sc,Bangalore,Referral,Photography,Hindi
2.74,79,9,7,73,Hire,B.Sc,Pune,Indeed,Gaming,French
8.59,95,3,6,65,Hold,B.Sc,Bangalore,Website,Photography,English
8.97,25,7,7,47,Reject,B.Tech,Mumbai,Campus,Reading,English
7.24,39,1,3,29,Reject,MBA,Mumbai,Indeed,Music,Hindi
10.53,50,4,5,44,Reject,MCA,Mumbai,Indeed,Photography,Hindi
3.02,64,7,6,54,Hold,M.Tech,Delhi,Campus,Sports,English
4.07,45,5,2,46,Reject,MBA,Kolkata,LinkedIn,Sports,German
5.94,89,5,6,72,Hire,M.Tech,Mumbai,Indeed,Gaming,Hindi
3.78,51,8,5,51,Hold,M.Tech,Delhi,Campus,Music,English
6.55,94,6,7,78,Hire,MCA,Bangalore,Referral,Sports,French
8.19,49,5,9,60,Hold,B.Tech,Chennai,Campus,Music,Hindi
2.64,24,3,9,46,Reject,B.Sc,Pune,Referral,Gaming,Spanish
5.82,78,4,7,63,Hold,M.Tech,Hyderabad,Indeed,Travel,English
11.92,98,10,1,68,Hold,B.Tech,Mumbai,Campus,Sports,German
3.89,47,9,9,61,Hold,MBA,Chennai,Indeed,Music,English
0.42,84,4,6,64,Hold,BCA,Chennai,Indeed,Gaming,English
9.81,20,7,1,33,Reject,MBA,Delhi,Indeed,Reading,English
6.04,22,1,2,20,Reject,M.Tech,Pune,Indeed,Travel,German
0.63,25,2,7,27,Reject,B.Sc,Hyderabad,Campus,Gaming,English
10.68,38,10,7,50,Hold,M.Tech,Chennai,LinkedIn,Travel,French
4.85,81,7,7,67,Hold,B.Sc,Delhi,Campus,Travel,French
11.15,92,9,10,86,Hire,B.Tech,Chennai,Website,Travel,Hindi
4.82,84,2,1,44,Reject,B.Sc,Kolkata,Indeed,Gaming,English
0.92,62,5,3,54,Hold,MCA,Chennai,LinkedIn,Photography,German
2.94,93,7,7,68,Hold,MBA,Kolkata,Campus,Music,French
4.2,70,3,9,61,Hold,B.Tech,Chennai,Referral,Music,Spanish
9.01,86,5,10,74,Hire,MBA,Delhi,Referral,Reading,English
2.22,67,1,9,52,Hold,M.Tech,Pune,Referral,Photography,German
5.17,25,1,4,27,Reject,M.Tech,Bangalore,LinkedIn,Music,English
10.48,60,2,5,53,Hold,BCA,Pune,Campus,Gaming,French
6.41,53,6,10,65,Hold,B.Tech,Hyderabad,Website,Travel,Hindi
1.24,99,4,8,72,Hire,B.Sc,Delhi,LinkedIn,Reading,English
0.29,25,7,2,40,Reject,MCA,Bangalore,Referral,Gaming,French
8.47,97,7,4,79,Hire,B.Sc,Bangalore,Website,Music,Spanish
11.75,86,8,8,84,Hire,BCA,Hyderabad,Referral,Music,Spanish
9.42,50,2,4,37,Reject,BCA,Hyderabad,LinkedIn,Reading,Hindi
9.18,35,2,7,38,Reject,BCA,Delhi,LinkedIn,Music,English
8.11,64,4,1,50,Hold,MCA,Delhi,Indeed,Music,French
9.55,52,6,9,62,Hold,MCA,Delhi,Website,Reading,Spanish
0.48,95,9,1,60,Hold,MCA,Pune,Referral,Music,English
3.18,64,8,10,66,Hold,BCA,Kolkata,Referral,Gaming,Hindi
8.34,24,7,2,42,Reject,B.Tech,Bangalore,Campus,Photography,English
10.4,35,4,4,42,Reject,BCA,Bangalore,Website,Sports,English
8.1,30,5,4,39,Reject,MCA,Chennai,Referral,Travel,English
2.12,33,10,3,47,Reject,M.Tech,Delhi,Indeed,Photography,Hindi
11.24,91,1,10,64,Hold,MBA,Bangalore,Referral,Reading,German
10.84,73,2,6,52,Hold,M.Tech,Mumbai,Campus,Music,Hindi
